ds,y,yhat,yhat_lower,yhat_upper,granularity
2017-08-25,16743.32,23573.98841932424,11836.93257223041,35981.534266275616,day
2017-08-26,11658.23,17712.861975834614,5590.926089560752,30821.52388166678,day
2017-08-27,15699.43,18925.42929491681,6459.548875413478,31962.487919471925,day
2017-08-28,24836.2,27196.427382761754,15103.999036931955,39969.39093813932,day
2017-08-29,37009.99,26640.479340862526,14696.908748761864,38327.92590563061,day
2017-08-30,33282.06,25799.213785405558,12948.993436895473,38473.12012883906,day
2017-08-31,22824.05,24839.919187157426,12840.200762027187,37495.65976666939,day
2017-09-01,32025.32,24091.579336784125,11473.098656765229,36517.541412668375,day
2017-09-02,20215.96,18230.45289328586,6065.813276190406,29850.94408159666,day
2017-09-03,31065.78,19443.0202123791,6406.685402476431,31957.872588040784,day
2017-09-04,28300.420000000002,27714.018300221425,15523.696175792384,41380.62362359139,day
2017-09-05,24058.06,27158.070258323107,14577.182755823962,39971.53947467339,day
2017-09-06,28254.37,26316.80470286506,14644.311256969431,39020.456989167906,day
2017-09-07,19096.76,25357.51010354677,13260.332657383631,38713.130851600254,day
2017-09-08,14240.92,24609.17025209557,11580.521405803021,37654.214288172276,day
2017-09-09,17285.22,18748.043807523427,6032.183956377771,31618.48283094312,day
2017-09-10,20041.510000000002,19960.6111255497,7100.045134429471,32952.46773322122,day
2017-09-11,27078.22,28231.609212318443,15976.668952958922,41256.97197340359,day
2017-09-12,31568.3,27675.661169353974,15893.189320438236,39728.70955584888,day
2017-09-13,31513.57,26834.395612825785,15274.6206987006,39586.484398577624,day
2017-09-14,26057.64,25875.10101350875,13013.52584081996,38080.85970943728,day
2017-09-15,21105.05,25126.761162056868,12802.539991593174,37894.61023821726,day
2017-09-16,21758.71,19265.634717503817,6414.678429313301,32387.19404173848,day
2017-09-17,22857.81,20478.202035507387,7790.1604752857575,32568.34632331167,day
2017-09-18,31138.01,28749.200122283695,16391.84946249583,40712.432694803945,day
2017-09-19,22945.95,28193.252079312104,15250.62975084031,41058.3445338413,day
2017-09-20,25690.71,27351.98652278504,14742.459169078085,39333.055950343165,day
2017-09-21,21483.11,26392.691923464896,15026.70340358376,38354.80076465956,day
2017-09-22,19098.93,25644.352072022506,13043.346650019694,38185.81023045572,day
2017-09-23,11589.57,19783.22562745648,6958.441942217277,33388.61719717706,day
2017-09-24,15400.22,20995.792945477097,8091.632175619433,33262.9901641085,day
2017-09-25,20543.01,29266.791032248948,16724.471107090976,41358.04107458397,day
2017-09-26,24610.46,28710.842989271736,16907.12446978381,41549.880954483175,day
2017-09-27,24083.23,27869.577445148305,15571.774336936134,39817.111958874004,day
2017-09-28,26042.47,26910.282858231527,13844.67026772723,40128.329461804664,day
2017-09-29,30928.65,26161.943019178587,14097.375234390458,37686.926220661626,day
2017-09-30,13706.62,20300.816587023503,7958.300523276045,33057.52400090846,day
2017-10-01,21305.78,21513.3839174421,8964.033003359686,34232.31861976811,day
2017-10-02,24937.45,29784.382016600903,17336.619045915915,42021.94125820772,day
2017-10-03,30032.12,29228.433986040913,17066.23044000946,42227.53302950156,day
2017-10-04,24614.7,28387.168441910842,16259.241910514109,40569.944146768365,day
2017-10-05,28373.15,27427.873854991187,15145.940743575473,39369.93326430696,day
2017-10-06,19876.14,26679.53401593571,13481.805334724966,39770.695615041,day
2017-10-07,17222.98,20818.407583785185,7049.543276859408,33306.22413909789,day
2017-10-08,19720.53,22030.97491420083,9473.780591003804,34674.00201743003,day
2017-10-09,33507.68,30301.973013372146,17570.00058327867,42464.75324635356,day
2017-10-10,31450.93,29746.024982800867,16928.578173155194,41666.275364264045,day
2017-10-11,22066.68,28904.759438670455,16963.75353281057,41687.91522967779,day
2017-10-12,21724.54,27945.46485175499,15754.868391217282,40314.56572506117,day
2017-10-13,25847.16,27197.12501270916,14420.309938310687,39324.4799713675,day
2017-10-14,15806.46,21335.998580546326,8701.286313907665,34788.08060788825,day
2017-10-15,21097.05,22548.565910972367,9820.36982556459,34703.19431623012,day
2017-10-16,34432.31,30819.564012508425,18017.432577159543,42923.21684971077,day
2017-10-17,35237.0,30263.615984307577,18036.95379220087,42683.92399846576,day
2017-10-18,31501.86,29422.350442555427,17279.678637668287,42059.0806670146,day
2017-10-19,27360.09,28463.055858006475,16630.228515281746,42321.737430374196,day
2017-10-20,21690.05,27714.716021337525,14889.944411443676,41373.41367180857,day
2017-10-21,16874.2,21853.589591547745,9420.604473325531,34654.13926893852,day
2017-10-22,22686.45,23066.15692434553,9900.965199227736,35308.40183698314,day
2017-10-23,25193.83,31337.155025889162,18983.004294371523,43621.310667203084,day
2017-10-24,25676.45,30781.206997688056,19243.91996498282,44051.89506292515,day
2017-10-25,20720.83,29939.941455930166,17535.997187335426,42199.92546021943,day
2017-10-26,24937.54,28980.646871379802,16723.93333095057,41033.572722241835,day
2017-10-27,23077.41,28232.307034714304,16052.140951298257,40017.760071514975,day
2017-10-28,18810.23,22371.180604922552,10713.205493105917,34799.51123253758,day
2017-10-29,20273.95,23583.74793771793,10738.7141647255,36003.07665026376,day
2017-10-30,22400.97,31854.74603924851,19253.293335219183,44617.00508675414,day
2017-10-31,26760.93,31298.79801106167,19583.977832156368,43704.77714120474,day
2017-11-01,22029.17,30457.5324693049,18033.42644944415,42961.843021946814,day
2017-11-02,23825.63,29498.237884761395,17779.07369475333,42716.44909777511,day
2017-11-03,26036.15,28749.89804808943,16399.155164362208,41256.29225292315,day
2017-11-04,22355.82,22888.7716182979,9969.414042132867,34751.270363146556,day
2017-11-05,20170.05,24101.33891841262,10555.499346360166,36171.58656600028,day
2017-11-06,32103.93,32372.336987260274,20739.615183512815,44154.19281277196,day
2017-11-07,23504.28,31816.388926383326,19606.851723190524,45347.74024198331,day
2017-11-08,22458.68,30975.123351941704,18428.262944408772,42797.963323534656,day
2017-11-09,28045.13,30015.8287347106,16905.74403389358,43757.70162801358,day
2017-11-10,22010.46,29267.4888653593,17100.061090911273,42531.89591894958,day
2017-11-11,26054.420000000002,23406.36240288131,11281.880814967311,35919.62214182457,day
2017-11-12,26060.39,24618.929703000424,10969.675469001359,36653.31762864124,day
2017-11-13,28741.99,32889.92777184962,20416.00860708781,45019.72458482888,day
2017-11-14,31007.05,32333.979710969412,19141.75655568733,45446.359290282184,day
2017-11-15,26375.37,31492.714136528804,19083.75305577547,44214.65241488674,day
2017-11-16,32236.16,30533.41951929911,18286.436016165513,43934.73374758162,day
2017-11-17,33775.23,29785.0796499387,16935.219746660445,42418.76420547697,day
2017-11-18,26714.510000000002,23923.953187458064,12045.442105100054,36278.83146507061,day
2017-11-19,23543.78,25136.520487588212,12888.834519001524,37328.37690644783,day
2017-11-20,49210.53,33407.51855642827,20914.900963453074,46597.75888674836,day
2017-11-21,38614.46,32851.57049555315,20888.07362441598,45167.767319018625,day
2017-11-22,28937.43,32010.304921112154,19894.184831685896,44284.397850264104,day
2017-11-23,50508.46,31051.010303881045,18692.242550532035,43040.24818396754,day
2017-11-24,177178.62,30293.049584465443,17956.48953090734,42354.44702236442,day
2017-11-25,72720.32,24422.302271950037,12106.940958572499,37102.94378198322,day
2017-11-26,52652.54,25625.248722011253,12994.081664172783,37422.35857038206,day
2017-11-27,56800.92,33886.625940802835,21897.02229238724,46476.94300138753,day
2017-11-28,55855.47,33321.05702987209,20108.67498139877,46132.40535379215,day
2017-11-29,46164.91,32470.17060538105,19401.89626612018,45041.93272676169,day
2017-11-30,36093.84,31501.25513809684,19343.187669582636,44395.64549114323,day
2017-12-01,45225.98,30743.294418686593,19111.676162766722,43386.50803270644,day
2017-12-02,35311.95,24872.547106158207,12601.951610053411,37993.75820961339,day
2017-12-03,33702.97,26075.49355621166,13372.09456805033,38577.98566518461,day
2017-12-04,51721.88,34336.87077501944,21098.449679534762,47610.7132993466,day
2017-12-05,39049.39,33771.30186408575,21329.30926222051,46053.050362184,day
2017-12-06,45818.52,32920.415439596654,20421.302378186418,44618.14228831222,day
2017-12-07,32437.079999999998,31951.499972314352,20152.340431521676,45028.02285105188,day
2017-12-08,33204.45,31193.539252903414,18696.673449629772,42929.45754610521,day
2017-12-09,23321.18,25322.791940373052,12811.4263256747,38538.6353894953,day
2017-12-10,27805.49,26525.738390436898,14199.020026776432,38994.68638461045,day
2017-12-11,38631.94,34787.11560922952,22647.894984286027,47442.69308293376,day
2017-12-12,38029.91,34221.54669830475,22038.86104939356,47111.46686466314,day
2017-12-13,34179.74,33370.660273813715,21408.7907691301,46519.97326754486,day
2017-12-14,29203.3,32399.476112057386,19356.869709528542,44259.33704470408,day
2017-12-15,30506.85,31639.246698171326,18108.978409075873,44722.89686465652,day
2017-12-16,22701.57,25766.230691164536,13757.82614861176,38502.122847237115,day
2017-12-17,22018.46,26966.908446739486,13459.217328643446,39243.046583330644,day
2017-12-18,33366.81,35226.016971078025,23684.359437099494,47025.79560037281,day
2017-12-19,24005.14,34658.17936567318,21626.234142777976,46666.81232563685,day
2017-12-20,30756.510000000002,33805.02424670731,20998.944678876996,47227.88431005941,day
2017-12-21,21148.64,32833.840084949574,19683.44629728337,45060.06233554276,day
2017-12-22,16417.62,32073.610671071303,19980.680389322053,44232.29791247751,day
2017-12-23,13952.56,26200.5946640654,14809.41316999075,38272.82159596431,day
2017-12-24,6653.69,27401.27241964355,13940.436675185605,39675.34995000599,day
2017-12-25,12174.13,35660.380943977616,22884.285682638063,47693.91972411737,day
2017-12-26,23271.06,35092.543338567164,21908.090370895836,46992.11791774507,day
2017-12-27,20625.7,34239.38821960466,21603.496908583118,45429.20134938729,day
2017-12-28,17346.7,33268.204057848336,20709.830249776904,46339.08125835117,day
2017-12-29,18666.19,32507.974643960955,20243.098977682195,45541.93421052996,day
2017-12-30,15189.49,26634.958636966265,14572.749679773422,38933.08829348757,day
2017-12-31,9924.7,27835.63639254159,15523.983658873116,39959.77010526645,day
2018-01-01,8245.67,36094.744916873045,23354.55438117827,48903.18522815504,day
2018-01-02,28935.99,35526.907026796325,23878.06855789929,47945.753429768076,day
2018-01-03,35871.97,34673.7516231609,21958.822317708586,47643.55439130087,day
2018-01-04,39984.52,33702.567176734476,21778.19403764249,46138.78138576017,day
2018-01-05,30758.56,32942.33747817587,20587.29087277721,45775.39697809543,day
2018-01-06,32447.81,27069.32118651652,14834.585083804792,39844.80987174108,day
2018-01-07,32749.23,28269.998657420754,15630.96880264006,40182.1714071863,day
2018-01-08,44027.46,36529.10689708535,24477.878585737653,48184.54200571339,day
2018-01-09,35362.17,35961.26900700802,23593.858635808414,48707.21159814216,day
2018-01-10,43639.98,35108.11360337372,22642.985233557254,47795.508239089104,day
2018-01-11,45910.23,34136.92915695002,22252.529134650627,46817.315431470786,day
2018-01-12,36528.23,33376.699458390736,21169.131834102693,46095.82077078619,day
2018-01-13,32168.11,27503.683166729956,14886.753534774689,39935.66390670549,day
2018-01-14,35324.81,28704.360637638016,16440.039248465408,40832.927624386844,day
2018-01-15,44181.93,36963.468877299994,24064.689348880045,48957.302436750826,day
2018-01-16,49023.4,36395.63098722358,24627.85018009172,49491.60406877187,day
2018-01-17,41245.28,35542.47558358655,22978.4121287238,48571.0827713699,day
2018-01-18,33044.5,34571.29113715974,22161.47982052584,47511.90360249062,day
2018-01-19,32335.62,33811.061438603945,21872.103776341773,46272.73493985165,day
2018-01-20,26887.010000000002,27938.0451469495,15459.428094854642,40871.98768105981,day
2018-01-21,25626.3,29138.72261785528,18005.489323722377,41868.14543126222,day
2018-01-22,43126.49,37392.38948540534,24507.813032861035,49401.710836126105,day
2018-01-23,39685.22,36819.11022321519,23760.35364716357,49045.22790693857,day
2018-01-24,36818.28,35960.5134474627,23106.16796978555,48146.25636298991,day
2018-01-25,33899.58,34983.88762892137,22171.093030574884,46254.83791310303,day
2018-01-26,38732.83,34218.21655826177,21673.878141845995,46781.19444317308,day
2018-01-27,24688.51,28339.75889447487,15606.928436004817,40831.38937059892,day
2018-01-28,25641.23,29534.99499327821,16779.71461785787,42084.25199279704,day
2018-01-29,35422.02,37788.66186081496,24667.040830093443,50331.30679322563,day
2018-01-30,34261.65,37215.38259863255,25101.868297822686,50530.238147011536,day
2018-01-31,37628.37,36356.78582287972,24168.689270203555,49276.24654922743,day
2018-02-01,35485.36,35380.16000434258,22889.42025690763,48022.90696637024,day
2018-02-02,31658.920000000002,34614.488933670305,22115.789885704446,47881.984522745224,day
2018-02-03,26740.48,28736.03126989396,16309.04017311568,41592.119167429904,day
2018-02-04,27912.65,29931.267368694364,17520.227568183484,42139.86366212199,day
2018-02-05,41425.34,38184.93423623944,25959.58129559129,50935.33069622078,day
2018-02-06,39420.89,37611.654974051424,24778.18453387447,50477.35748771308,day
2018-02-07,36326.4,36753.05819829967,24044.023550908445,49371.088096340776,day
2018-02-08,31873.41,35776.4323797638,22829.327534872453,47675.158277526156,day
2018-02-09,34788.08,35010.761309101166,22756.925017345984,46733.929536853,day
2018-02-10,24496.15,29122.292492429333,16836.229881287578,41798.93206458287,day
2018-02-11,25431.82,30307.517438344912,18224.097940616797,43043.960591808536,day
2018-02-12,27649.12,38551.173153007854,26230.168294498944,50827.32935591313,day
2018-02-13,27990.47,37967.88273793454,25980.642137687555,50890.38065004784,day
2018-02-14,43468.4,37099.274809305985,24597.53969984254,50241.71781791976,day
2018-02-15,36977.17,36112.63783788006,23612.37496193655,48717.75005589625,day
2018-02-16,31752.34,35336.95561433341,22949.350227423634,47858.110266174146,day
2018-02-17,29147.86,29448.48679765893,16196.533478715859,42342.92724984097,day
2018-02-18,28687.46,30633.71174359156,17531.308768480852,43577.077245536304,day
2018-02-19,33085.91,38877.36745823934,26482.840073035703,50596.42265674519,day
2018-02-20,42300.16,38294.077043176476,25387.51830384859,50685.02511507917,day
2018-02-21,37596.79,37425.46911454218,25042.871426133053,50409.32191594545,day
2018-02-22,36579.71,36438.83214312311,24021.998234774645,49308.907255992635,day
2018-02-23,33681.840000000004,35663.14991956564,22817.841289071606,47948.34126091278,day
2018-02-24,28655.670000000002,29774.681102901843,16952.50560790851,42526.631784224934,day
2018-02-25,35083.87,30959.906048825404,19596.107299139716,43277.594959303395,day
2018-02-26,49720.74,39203.56176347736,26335.61553313399,51804.26703824135,day
2018-02-27,47878.65,38620.27134841154,25980.05983065767,51938.551856278515,day
2018-02-28,51410.57,37751.66341977983,25318.08471619311,50367.0436155708,day
2018-03-01,45908.33,36765.026448356184,24455.326060906213,48663.549022992665,day
2018-03-02,37253.79,35970.69073222798,24206.588491682793,48105.331057745694,day
2018-03-03,31045.010000000002,30063.568422978176,17385.642600024075,42264.93881716726,day
2018-03-04,36321.66,31230.13987632534,18410.78250724996,43817.1436705393,day
2018-03-05,43750.020000000004,39455.14209839862,26312.45616650405,51659.441650833265,day
2018-03-06,45029.41,38853.19819074543,26972.341511086746,50743.578120094135,day
2018-03-07,41676.97,37965.93676953316,24650.788958402507,50658.43892720923,day
2018-03-08,33189.85,36960.646305535905,24739.497921241516,48949.40133058251,day
2018-03-09,32322.79,36166.31058940458,23717.486011147364,48460.80655824928,day
2018-03-10,29695.97,30259.188280152797,17866.505329511798,43508.95445753097,day
2018-03-11,36317.38,31425.759733491544,18781.03804481585,43834.36866529673,day
2018-03-12,35486.32,39650.761955575,27210.49345486389,52401.84501357166,day
2018-03-13,40303.2,39048.81804792423,25943.72373177215,51808.737730386965,day
2018-03-14,27412.3,38161.55662671146,25753.056176807244,50265.7164612816,day
2018-03-15,48893.37,37156.26616270906,24581.12580196469,49039.330499889176,day
2018-03-16,37880.27,36361.930446575185,24745.197011503114,48364.34703801804,day
2018-03-17,23539.64,30454.808137327425,17845.1585624201,43449.8876287729,day
2018-03-18,35532.98,31621.37959065173,19396.38003101945,43478.09422347087,day
2018-03-19,51203.24,39846.38181274903,27837.56534043196,53222.27666103428,day
2018-03-20,42585.71,39244.43790509917,26764.20085668299,51150.75688312636,day
2018-03-21,45717.24,38337.35939939893,25271.14567286094,51297.04318942825,day
2018-03-22,36150.42,37312.25185090801,25213.799298337435,49580.1228650316,day
2018-03-23,31492.42,36498.09905029051,24807.92992433899,49150.67845200564,day
2018-03-24,27433.67,30571.159656560885,18223.65941351648,43017.04572055192,day
2018-03-25,29948.34,31717.914025401293,19020.358028059516,43840.16711054946,day
2018-03-26,41107.03,39923.099163002866,27337.360431364195,52772.52818735658,day
2018-03-27,39307.06,39301.33817086296,26451.186633460093,51762.41671833403,day
2018-03-28,31423.56,38394.259665166144,25822.798134740002,50479.08285727375,day
2018-03-29,32832.21,37369.1521166781,26287.385111015596,50043.82618291277,day
2018-03-30,25993.329999999998,36554.99931605582,24131.199976167118,49235.505981489674,day
2018-03-31,28272.829999999998,30628.05992231921,17815.525509591087,43530.32143968332,day
2018-04-01,33208.59,31774.814291170656,19120.83255317029,43911.481329903705,day
2018-04-02,46569.04,39979.99942876962,27558.802043889133,52473.71327085382,day
2018-04-03,41790.84,39358.23843662827,27406.434826126104,51653.72585148242,day
2018-04-04,42432.73,38451.159930933354,26280.28989458753,51143.165352283155,day
2018-04-05,41827.62,37426.05238244161,24698.259422070794,49708.82753517628,day
2018-04-06,30713.49,36611.899581822785,24549.300936262196,49534.401581954975,day
2018-04-07,28334.56,30684.960188084202,17985.673971958513,43670.146667448615,day
2018-04-08,27502.17,31831.714556946044,19602.568810257755,43984.65413841714,day
2018-04-09,56494.77,40036.89969453402,27621.857576469665,53120.455104408815,day
2018-04-10,31938.8,39397.02263463414,26985.822020968433,52008.453827314304,day
2018-04-11,44426.53,38471.82806117472,26405.55915032012,50736.29199690932,day
2018-04-12,39809.409999999996,37428.6044449239,26081.30166415374,50510.9606816411,day
2018-04-13,34785.48,36596.33557654262,23964.873906080822,49662.550579842406,day
2018-04-14,22305.81,30651.280115054673,18734.292383719392,44527.39404620173,day
2018-04-15,36145.24,31779.918416131906,19472.226861184277,43353.545745968535,day
2018-04-16,46876.41,39966.98748596828,27351.55633888491,51412.87387614226,day
2018-04-17,39388.21,39327.110426066945,26860.854545538004,51660.3936005003,day
2018-04-18,44845.56,38401.915852607155,25786.136971138436,49996.035059371556,day
2018-04-19,49381.04,37358.69223635492,25075.190343559454,49358.21091074494,day
2018-04-20,31389.13,36526.42336797543,23752.099619970602,48330.49525539081,day
2018-04-21,22309.62,30581.367906493837,18086.314222181507,42549.854146614634,day
2018-04-22,31803.79,31710.006207568782,19397.26996083326,44856.07149758078,day
2018-04-23,43912.39,39897.07527740671,27477.37120826571,52731.74040374442,day
2018-04-24,48920.64,39257.19821750212,26408.39928720234,51755.30310360442,day
2018-04-25,46862.91,38332.00364404333,25355.706331599627,49621.95948393237,day
2018-04-26,36424.31,37288.78002778839,25275.060433568284,50535.86342421161,day
2018-04-27,45325.99,36456.511159409914,24202.938909704677,48798.37744742655,day
2018-04-28,25846.43,30511.455697919686,18359.098586488035,43869.64950080507,day
2018-04-29,23369.12,31625.773377710884,18627.16180590388,44146.26442001259,day
2018-04-30,40467.48,39798.5218262514,27892.25753660227,52531.70982762879,day
2018-05-01,37911.35,39144.32414505593,27783.19188406874,51270.86588207983,day
2018-05-02,42533.87,38204.808950295155,26752.460928312852,50678.78037299732,day
2018-05-03,47935.1,37147.264712749595,25059.514473893578,49653.92618584231,day
2018-05-04,44708.270000000004,36300.67522306966,23822.383567132743,47853.97534674042,day
2018-05-05,32029.9,30341.299140288647,17473.15793094118,42547.087633823525,day
2018-05-06,32174.89,31455.616820077434,18203.707899122426,44592.601630967154,day
2018-05-07,60805.36,39628.365268615606,27191.884617978863,51573.686775925766,day
2018-05-08,54039.64,38974.1675874252,26948.558206671085,51758.89923520675,day
2018-05-09,49697.21,38034.65239266551,25491.814919680422,49746.18899521333,day
2018-05-10,56936.61,36977.10815512121,23623.25427684516,48446.69021491158,day
2018-05-11,43139.65,36130.518665455274,24206.554197468242,48295.17385526665,day
2018-05-12,33775.16,30171.142582658147,17468.97295106701,41350.728849853345,day
2018-05-13,36076.26,31285.460262444765,18291.407534834456,43379.97267455495,day
2018-05-14,60753.87,39458.20871099049,28032.645357872327,52588.9931133543,day
2018-05-15,49218.01,38804.01102979147,26416.951739448457,51891.06817700943,day
2018-05-16,63976.33,37864.4958350344,25115.59332761693,50323.305035667574,day
2018-05-17,35372.07,36806.951597486994,24179.113520100447,50034.46974726305,day
2018-05-18,35999.06,35960.36210782021,22540.48754032604,48728.912005151135,day
2018-05-19,28140.170000000002,30000.986025020447,19166.96935887387,42560.58269104065,day
2018-05-20,22624.45,31115.30370482411,19373.7472137089,43403.607243487815,day
2018-05-21,28743.66,39288.05215336538,26735.26342523865,51078.40203298699,day
2018-05-22,31382.44,38633.85447216611,27061.215832813607,51757.850917946496,day
2018-05-23,20262.29,37694.33927740705,24626.403464268195,49158.3744242609,day
2018-05-24,22206.44,36636.79503986275,23414.89497590618,48837.05908695486,day
2018-05-25,18137.37,35790.20555018515,23388.436347131843,48860.88052476124,day
2018-05-26,16914.09,29830.82946739607,17067.760784026545,42548.21604926568,day
2018-05-27,14693.68,30945.14714719745,18878.65729969819,43669.264892330604,day
2018-05-28,30114.99,39117.89559571889,27081.30544167096,51711.775023896065,day
2018-05-29,29430.63,38463.69791453388,25121.287524012736,50699.23167567549,day
2018-05-30,22279.18,37524.18271977741,24578.21904417447,50135.106005449044,day
2018-05-31,27419.65,36466.63848223023,24070.000864287642,48612.846698001485,day
2018-06-01,37282.67,35620.048992550095,22856.522281329842,47696.3418713821,day
2018-06-02,28870.67,29660.672909765563,17530.901213924208,42835.233388622226,day
2018-06-03,32421.02,30774.990589564,18075.79681212059,43144.47590803143,day
2018-06-04,33866.17,38947.73903809378,26742.408755347882,51885.20595565572,day
2018-06-05,35864.93,38293.54135690165,26066.42738713513,49526.6509975034,day
2018-06-06,32275.32,37354.026162144844,25713.841357928777,50001.27101493511,day
2018-06-07,42676.38,36296.481924602595,24042.448488387487,48840.657964429294,day
2018-06-08,30911.7,35449.89243493136,23023.620446600373,48649.984985365954,day
2018-06-09,34573.0,29490.516352134524,17470.6673694116,41574.97377253914,day
2018-06-10,30117.3,30604.834031943345,18300.482827260454,42796.33484950324,day
2018-06-11,57313.28,38777.5824804645,26934.586269410247,50591.90658570123,day
2018-06-12,46668.1,38123.38479926942,25346.33502367771,50007.77677361522,day
2018-06-13,40557.09,37183.86960451749,23695.697280242388,50255.58487619478,day
2018-06-14,32553.16,36126.325366970064,23726.67946522779,49024.30668617917,day
2018-06-15,31134.14,35279.7358772963,22267.820683736616,46962.157750829654,day
2018-06-16,28607.93,29320.359794503485,17038.62780410016,41989.52919192148,day
2018-06-17,20657.670000000002,30434.677474310673,17403.275249452174,42782.40530372553,day
2018-06-18,39769.34,38607.425922832874,26165.98496082716,50805.39320195499,day
2018-06-19,39427.64,37953.22824164405,25424.314773041264,49114.272183084046,day
2018-06-20,33897.27,37013.71304688638,24436.726423927958,49905.854505286516,day
2018-06-21,33152.97,35956.16880934168,24296.570620238377,47945.91462688824,day
2018-06-22,28484.58,35109.57931966724,22929.441951753954,47561.20695845991,day
2018-06-23,21043.65,29150.203236872447,16254.052582819613,42192.12075926158,day
2018-06-24,29291.6,30264.5209166524,17297.96323827638,42810.95988705297,day
2018-06-25,41024.31,38437.269365203596,25530.991373606463,50569.820138815194,day
2018-06-26,36970.52,37783.07168401182,25310.93204495652,50133.09436430611,day
2018-06-27,32450.96,36843.55648925528,23757.926919015907,48679.824748063074,day
2018-06-28,37148.28,35786.0122517133,22721.195245238345,46981.51704410899,day
2018-06-29,24932.17,34939.42276203652,22754.50213517374,47878.178947263106,day
2018-06-30,18502.5,28980.046679241947,16360.607396487765,42373.187907268104,day
2018-07-01,27991.63,30094.36435903175,17712.114554054897,42351.48736332725,day
2018-07-02,29161.59,38267.11280757849,25758.742773664362,51085.19003113984,day
2018-07-03,31209.77,37612.91512638109,24742.742136120465,50636.118712892356,day
2018-07-04,41045.43,36673.39993162418,24158.12827579738,49076.996145187506,day
2018-07-05,33574.03,35615.85569408323,22408.38004111753,47172.26735624785,day
2018-07-06,21828.25,34769.26620440745,22677.763660680997,47931.52304249393,day
2018-07-07,10942.08,28809.890121610908,16589.554406959316,41023.86894766683,day
2018-07-08,17107.24,29924.207801411103,17062.821203024054,41826.15399350214,day
2018-07-09,22894.0,38096.95624995338,25068.78676718516,49900.45353623496,day
2018-07-10,21572.53,37442.758568752724,25118.257281034108,51028.45861716515,day
2018-07-11,21278.72,36503.24337399765,24873.687589160116,48695.33142912615,day
2018-07-12,22767.579999999998,35445.699136450705,22896.67110101743,47756.16415591815,day
2018-07-13,32529.4,34599.1096467724,21704.966789734834,47492.67360978156,day
2018-07-14,25732.32,28639.73356397321,15992.261846241676,41438.65868009058,day
2018-07-15,33876.6,29754.051243771642,16509.069358239023,42600.65100529684,day
2018-07-16,36304.73,37926.79969231758,25696.512836030954,50719.67976921878,day
2018-07-17,34951.79,37272.602011122,24369.60001356133,49676.01685045614,day
2018-07-18,49568.79,36333.086816366544,24480.834360999022,48596.989926840164,day
2018-07-19,45182.3,35275.54257881818,22207.97853226935,47042.67248434798,day
2018-07-20,37905.62,34428.95308913734,21802.590156492264,46163.454376032845,day
2018-07-21,25163.44,28469.5770063699,15688.756164537876,42151.777786832215,day
2018-07-22,31049.46,29583.894686144984,16575.11075011838,42124.27307731774,day
2018-07-23,47195.4,37756.643134688304,25563.59866120852,50480.75898169294,day
2018-07-24,46494.59,37102.44545348977,24008.682537744586,49520.33923261997,day
2018-07-25,47594.66,36162.9302587369,23462.21807811769,48666.53211142871,day
2018-07-26,41183.96,35105.38602118811,22000.236121339287,47460.532566463226,day
2018-07-27,33017.34,34258.79653151262,21317.923246062703,47764.92698579985,day
2018-07-28,29350.49,28299.4204487322,15765.490040788472,40632.77973021922,day
2018-07-29,34233.33,29413.738128518322,16046.370790161956,41328.09359747986,day
2018-07-30,44165.909999999996,37586.486577059026,24895.93530536666,49156.613997433735,day
2018-07-31,52768.26,36932.288895857535,25055.70730437728,49081.35909457696,day
2018-08-01,48066.12,35992.77370110663,23505.638195914213,48539.20434746543,day
2018-08-02,44848.39,34935.22946355973,22761.4392387548,48012.56157748401,day
2018-08-03,48819.74,34088.63997388356,22178.067033493113,46431.30579341433,day
2018-08-04,40237.94,28129.26389110116,14986.469517789856,41548.81311620027,day
2018-08-05,41282.340000000004,29243.581570897673,17885.08308751902,41251.43221455825,day
2018-08-06,62728.22,37416.33001942322,23749.872666623003,49113.34867724997,day
2018-08-07,55638.22,36762.132338236035,24406.773805294353,48655.31558365689,day
2018-08-08,50372.35,35822.617143476986,23680.635054650622,48839.92784747271,day
2018-08-09,46295.4,34765.07290593134,22701.191457187306,46875.500408289685,day
2018-08-10,38944.43,33918.4834162545,20797.41093465368,45301.84197441755,day
2018-08-11,30511.59,27959.10733347066,16121.414712216241,41012.95631496789,day
2018-08-12,34260.37,29073.425013252203,16432.38006502803,40828.573630534505,day
2018-08-13,45431.41,37246.17346179811,24168.605091283527,49938.49094338516,day
2018-08-14,51138.5,36591.9757806038,24551.55425249128,49239.27520242165,day
2018-08-15,52083.75,35652.460585845874,23878.246607915673,48154.54670930469,day
2018-08-16,41736.11,34594.916348298815,22139.401611909518,46689.82557356052,day
2018-08-17,37008.96,33748.32685862978,20514.639734783563,46756.82440396093,day
2018-08-18,28475.76,27788.95077583962,15461.622530980612,40648.36050858903,day
2018-08-19,29966.5,28903.268455631554,16101.076710700709,41130.839012565266,day
2018-08-20,39075.89,37076.016904173004,24674.759377694994,49596.23920445976,day
2018-08-21,30773.19,36421.81922297157,23386.108745923048,48662.19674424473,day
2018-08-22,24203.62,35482.304028218525,23311.740653464145,48402.902650743024,day
2018-08-23,19540.56,34424.75979067288,22139.976972942837,46749.21617120487,day
2018-08-24,11090.53,33578.17030099306,20589.764234441693,46022.66651766805,day
2018-08-25,11737.76,27618.794218208583,15391.477599468442,39219.60720531498,day
